Contour,Area,Aspect Ratio,x-centroid,y-centroid,x-size,y-size,Path Length,Normalized Curvature,trainModel (normalized mode 1),trainModel (normalized mode 2),trainModel (normalized mode 3),trainModel (normalized mode 4)
v1017,15093.5,1.52449,60.627,94.5129,181.539,119.081,508.23,113.364,1.06917,1.44735,-0.574947,1.29939
v1018,16669.9,1.44413,86.6381,60.8314,181.536,125.707,498.837,74.5763,1.47276,0.856479,-1.21934,0.309371
v1019,16461.7,1.18198,70.0101,80.2441,160.378,135.685,484.85,110.008,1.23965,-0.549453,-0.496196,0.0930871
v102,12300.9,1.04544,64.1082,66.509,130.27,124.608,413.702,102.722,-0.136376,-1.06238,-0.0199382,0.125327
v1020,11231.4,1.16708,60.9356,68.223,134.922,115.607,405.669,81.3271,-0.416742,-0.178808,-0.583333,-0.475988
v1021,12560,1.20135,72.8756,61.9387,143.904,119.785,430.394,131.59,0.0346221,-0.310189,-0.672765,-0.103329
v1022,13769.5,1.20811,80.0148,62.0706,151.55,125.444,443.993,120.035,0.468204,0.127642,-0.022111,-0.309224
v1023,9882.84,1.08915,56.6626,60.298,126.806,116.426,394.432,101.288,-0.929105,-0.22924,0.467365,-0.473902
v1024,12601.5,1.45833,63.3935,71.0534,156.009,106.978,427.728,95.7679,0.193821,0.810351,-1.54683,-0.263269
v1025,8360.43,1.44686,62.7255,61.0599,129.486,89.4947,398.757,156.41,-1.36194,1.42893,-0.491449,-0.517057
v1026,13869.2,1.26585,89.2602,76.5935,177.529,140.245,570.477,92.63,0.498197,1.69985,2.17419,5.92124
v1027,9190.75,1.11513,54.9688,61.6732,118.244,106.036,360.279,99.9071,-1.22103,-0.498168,-0.249435,-0.06104
v1028,13035.6,1.47481,60.5803,75.3686,160.168,108.602,437.605,71.18,0.362226,1.03554,-1.6686,-0.528252
v1029,3950.02,1.2121,34.8529,41.7362,80.7948,66.6567,256.135,207.517,-3.64362,0.313872,-0.584095,-0.0442289
v103,9499.98,1.11977,54.3959,59.7473,118.783,106.078,371.513,134.73,-1.10134,-0.46885,-0.245652,-0.0248932
v1030,13351.7,1.1842,70.856,72.1487,141.717,119.674,447.559,107.264,0.289159,-0.446503,-0.614872,0.128372
v1031,14216.1,1.20592,73.2749,73.3148,151.684,125.783,460.937,110.875,0.55483,-0.384391,-0.510441,-0.783511
v1032,9143.15,1.06351,56.0618,62.5071,117.37,110.36,369.933,119.559,-1.24082,-0.264241,0.334064,-0.678674
v1033,11087,1.01627,60.5385,68.0439,128.221,126.169,430.562,120.625,-0.525585,-0.581307,0.942814,-0.705748
v1034,10667.8,1.21482,55.9369,64.9963,131.85,108.535,386.548,84.8895,-0.619287,-0.0825753,-0.402722,-0.202685
v1035,7971.2,1.21428,55.8291,50.7433,113.707,93.6417,336.734,90.1586,-1.67496,-0.0429703,-0.5734,0.155478
v1036,8013.56,0.983756,54.1899,57.3659,109.259,111.063,379.576,141.289,-1.74823,-0.152507,1.68175,0.393696
v1037,8855.28,1.26301,60.312,53.9804,120.806,95.6488,364.76,148.973,-1.27531,0.176549,-0.92373,-0.0967139
v1038,9399.76,1.05614,56.3374,60.1991,116.414,110.226,365.681,111.316,-1.16058,-0.731894,0.118856,0.511797
v1039,14029.8,1.18387,76.1539,87.5721,168.206,142.082,537.257,141.558,0.581978,1.53921,2.06065,1.20651
v104,11530,1.24077,69.6208,63.7651,135.036,108.833,413.372,83.4406,-0.291779,0.0239613,-0.510959,-0.189706
v1040,14812.1,1.08969,65.8224,73.6402,145.495,133.52,447.906,75.1132,0.686252,-0.986026,-0.0597459,0.279392
v1041,13493.6,1.2979,66.6272,79.8351,153.208,118.043,470.798,94.1848,0.401387,0.124544,-1.2616,-0.0425717
v1042,11618.4,1.23671,62.2013,75.4588,144.521,116.859,432.829,154.197,-0.285237,-0.0791213,-0.407626,-1.12348
v1043,16482.3,1.04709,76.9592,76.7967,153.906,146.985,494.159,109.773,1.18889,-0.91226,1.131,0.852799
v1044,13367.7,1.00717,68.9167,66.8388,134.804,133.844,448.434,139.892,0.22386,-1.02639,0.419319,0.090264
v1045,11225,1.50304,50.4232,76.9305,154.345,102.689,435.325,131.61,-0.25515,1.21379,-1.10402,0.314856
v1046,15259.7,1.25755,68.9259,66.5454,171.511,136.385,539.838,94.6194,0.825226,1.48009,1.41774,4.1432
v1047,15210.4,1.14319,86.9533,85.2031,163.587,143.097,547.364,98.334,0.850701,1.23722,1.8758,3.46738
v1048,11850.6,1.04084,62.4953,63.7565,127.286,122.292,408.734,136.732,-0.302122,-1.12365,0.0719869,-0.217631
v1049,14393.8,1.34025,82.0292,58.1628,167.643,125.084,492.511,95.5237,0.851448,1.43894,-0.178885,0.080973
v105,11268.4,1.03334,62.9227,60.6015,124.82,120.792,398.855,123.864,-0.494039,-0.995848,0.188069,0.767721
v1050,12410.4,1.10379,70.3435,67.5282,137.137,124.242,434.419,99.4094,-0.0627946,-0.35554,0.30235,-1.7683
v1051,7829.76,2.03397,74.5222,33.1866,146.69,72.1197,374.462,93.4937,-1.3239,2.5924,-2.39109,-0.0952693
v1052,11267.8,1.35355,52.5354,75.2332,148.929,110.028,409.156,104.728,-0.285232,0.569178,-0.902317,0.609576
v1053,12387.9,1.07132,67.3932,65.6293,128.804,120.229,417.204,110.794,-0.0922382,-0.892712,-0.0645585,-0.295883
v1054,10499,1.14808,56.7053,60.0729,125.734,109.516,385.364,124.29,-0.717368,-0.466042,-0.479645,-0.0546342
v1055,14230,1.20757,80.0418,63.3242,152.652,126.413,452.648,106.048,0.587958,-0.175423,-0.615573,-0.326294
v1056,12012.2,1.29619,59.2449,77.9924,147.765,113.999,424.186,124.941,-0.0715928,0.33861,-0.888969,0.0765753
v1057,13207.8,1.02741,66.1929,66.4625,132.818,129.274,424.411,96.3339,0.143117,-1.25744,0.338846,-0.124232
v1058,15744.8,1.28672,76.6565,76.4342,162.507,126.296,480.991,98.0462,1.12225,0.505891,-0.69999,-0.295466
v1059,13501,1.11535,64.2228,69.825,141.029,126.444,426.913,81.115,0.287145,-0.803067,-0.216448,-0.336963
v106,10989.2,1.32503,71.0936,57.428,140.351,105.923,408.806,109.724,-0.402363,0.604759,-0.883999,0.447171
v1060,17350.1,1.02158,77.8689,75.2305,151.146,147.952,488.248,61.8407,1.40512,-1.42928,0.365326,0.416055
v1061,12289.2,1.2359,66.06,65.1036,139.08,112.533,418.269,88.7439,-0.0650154,-0.234993,-0.644747,-0.114139
v1062,13359.3,1.1802,74.1719,66.6848,143.488,121.579,445.237,158.573,0.284567,-0.401035,-0.45136,0.103411
v1063,7733.55,1.5299,44.2521,61.9803,131.985,86.2704,378.816,125.927,-1.56261,1.31663,-1.47298,-0.0294981
v1064,13733.4,1.08155,69.6957,67.4737,139.675,129.143,432.367,88.8115,0.352078,-0.926485,-0.166001,-0.1669
v1065,14021.5,1.05168,73.6882,72.1417,138.135,131.348,446.913,112.563,0.441179,-0.991401,0.292561,-0.0770435
v1066,7466.35,1.17154,52.0667,50.8785,109.024,93.0609,324.977,84.176,-1.9033,-0.13273,-0.288379,0.0468763
v1067,5963.96,1.0477,48.985,47.0442,102.082,97.4345,353.485,138.661,-2.61244,0.151956,1.36568,0.798032
v1068,12574.7,1.23845,59.6701,74.1175,143.968,116.249,419.991,75.0231,0.058353,-0.134802,-0.372621,0.87125
v1069,17503.8,1.04167,77.5631,76.4514,154.215,148.046,491.288,97.9988,1.44694,-1.43413,0.299389,0.236247
v107,13273.2,1.11636,66.1723,67.1255,140.941,126.251,448.327,142.226,0.2196,-0.785722,-0.0624657,0.364036
v1070,13606,1.28263,71.0942,68.0403,146.135,113.933,435.042,72.4438,0.40335,-0.0717841,-1.05916,-0.348606
v1071,8953.68,1.09131,53.2148,57.892,113.588,104.084,355.083,120.002,-1.32886,-0.607517,-0.173945,0.0581719
v1072,16491.5,1.19754,83.8076,100.34,187.43,156.513,574.185,123.304,1.52554,2.05025,0.868708,-1.46214
v1073,16408.8,1.02215,74.6368,72.8919,149.452,146.214,484.501,109.301,1.1264,-1.33063,0.863763,0.82836
v1074,11626.2,1.03244,60.6154,61.9006,129.156,125.098,406.364,97.0803,-0.363368,-0.97078,0.123555,-0.00834254
v1075,12853.1,1.04338,63.5288,68.2852,133.553,128,423.594,104.258,0.0441834,-1.11762,0.0747089,-0.106102
v1076,15618.1,1.02683,75.0051,77.1084,144.678,140.899,475.556,105.847,0.909278,-1.19113,0.517547,0.102157
v1077,17482.4,1.24742,75.7791,95.0291,175.882,140.997,557.839,103.57,1.57684,1.61217,1.22588,1.37059
v1078,13098.8,1.0654,65.285,69.8188,135.406,127.094,426.804,121.535,0.139998,-0.887521,0.108938,0.0882446
v1079,17260.9,1.35337,70.8178,86.4888,184.405,136.256,509.105,85.1966,1.66256,0.957847,-0.276388,0.281372
v108,13039.9,1.02769,66.7789,67.6683,132.972,129.389,421.747,59.9023,0.101358,-1.13558,0.239958,-0.0897246
v1080,13929.1,1.08425,66.5017,69.1605,141.025,130.067,448.317,97.7672,0.420213,-0.714509,0.293517,-1.99519e-06
v1081,13567.2,1.24304,75.4864,66.2218,148.115,119.156,437.595,97.7867,0.366753,-0.216298,-0.61579,-0.298011
v1082,5939.31,1.00544,45.3555,44.442,89.4752,88.9911,304.712,328.701,-2.65268,-0.353369,0.377892,0.512315
v1083,11184,1.12483,69.6685,67.1389,133.432,118.624,428.95,114.824,-0.441613,-0.0790074,0.981946,1.45733
v1084,12453.9,1.11155,76.4677,62.7587,143.616,129.204,434.193,85.8232,-0.014312,-0.480984,-0.213822,0.500595
v1085,6873.97,1.34117,43.4236,59.8046,113.711,84.785,326.172,95.7963,-2.07148,0.601903,-0.907886,0.546973
v1086,20310.8,1.25387,83.5809,92.3554,188.87,150.63,586.176,104.571,2.18373,1.4084,2.72636,-2.34122
v1087,11073,1.06893,63.7046,60.7303,126.951,118.765,405.936,140.646,-0.525448,-0.58976,0.0899153,-0.110786
v1088,13816.5,1.28672,77.3716,60.209,151.693,117.892,440.035,88.9705,0.483215,0.00656653,-0.943129,-0.281914
v1089,13139,1.11626,71.6129,63.8257,139.641,125.097,424.674,93.0896,0.189266,-0.603654,-0.0793057,-0.331386
v109,15062.3,1.15388,70.7335,79.0948,161.298,139.787,479.247,73.1657,0.880536,0.0995642,0.803129,1.12823
v1090,10238.7,1.17346,57.307,59.203,126.194,107.54,389.983,111.038,-0.795836,-0.324204,-0.0449244,-0.584639
v1091,17170,1.2401,85.0053,87.4762,185.587,149.654,555.361,71.1037,1.62182,1.67392,2.11429,2.08696
v1092,13640.5,1.14218,64.4238,73.7256,142.623,124.869,435.081,92.2453,0.349568,-0.721279,-0.388509,-0.082029
v1093,17915.9,1.39881,76.7583,81.702,188.873,135.024,526.945,118.386,1.88545,1.27066,-0.823277,0.196915
v1094,6615.28,1.19992,49.9005,41.9757,104.956,87.4687,325.625,97.7511,-2.23663,0.411549,-0.172964,0.148066
v1095,15875.1,1.08388,73.2592,75.7726,155.309,143.289,488.104,70.9717,0.960028,-0.654328,1.32124,-0.958221
v1096,23150.2,1.38392,120.817,85.8597,220.991,159.685,731.311,194.013,3.07734,1.11044,0.0110112,2.63889
v1097,14318.9,1.15308,62.6792,73.6188,156.474,135.701,499.016,100.46,0.643216,1.37321,2.0479,0.87509
v1098,13798,1.13083,77.1692,68.9898,147.269,130.231,443.041,94.2743,0.415715,-0.513031,0.0616548,0.115203
v1099,14956.8,1.09377,65.5216,70.9566,151.265,138.297,456.304,88.1459,0.743193,-0.851437,0.0007919,-0.556988
v11,10538.8,1.33771,62.3144,56.691,135.743,101.474,394.47,130.629,-0.6148,0.375677,-0.893344,-0.492065
v110,9509.66,1.17523,57.1983,58.8593,119.98,102.09,368.517,111.623,-1.07401,-0.253259,-0.541655,-0.31329
v1100,11139.5,1.09223,58.4875,64.6534,129.594,118.651,402.333,121.198,-0.491396,-0.562208,-0.180248,0.446839
v1101,16582.8,1.30105,81.2723,75.6757,168.784,129.729,506.581,140.993,1.3263,-0.0678481,-1.08353,-0.19997
v1102,14911.4,1.13858,79.3915,65.6194,150.724,132.379,461.291,116.586,0.742445,-0.704496,-0.368013,-0.266664
v1103,17353.3,1.1615,76.8403,80.6547,161.002,138.616,490.299,103.432,1.4872,-0.63122,-0.48507,-0.201974
v1104,11728.1,1.07291,63.894,64.1325,126.895,118.272,402.74,104.292,-0.323577,-0.921845,-0.11524,-0.0474355
v1105,9768.68,1.01642,55.8879,58.1945,114.956,113.099,374.839,143.186,-1.03934,-0.913016,0.084177,0.000127936
v1106,12255.4,1.1128,62.6259,68.2823,135.981,122.197,410.325,81.4077,-0.114982,-0.615265,0.0678896,0.0618005
v1107,10321.8,1.22566,71.3154,69.9003,146.12,119.217,446.699,107.182,-0.515406,1.87324,1.95691,0.439569
v1108,12119.6,1.46422,78.07,61.8715,155.625,106.285,437.762,124.338,0.07413,0.957997,-1.61804,-0.292691
v1109,9652.06,1.23888,56.6321,67.6631,133.005,107.359,387.348,103.988,-0.949952,0.230364,-0.698452,1.18298
v111,19561.3,1.12123,73.3083,84.1032,186.075,165.956,611.307,95.4267,2.1364,0.332335,3.16189,0.207133
v1110,12888,1.04154,65.9629,66.0317,133.443,128.121,425.188,117.926,0.0686498,-0.886241,0.466475,-0.0576613
v1111,13632.2,1.10129,66.7456,71.3017,140.616,127.684,434.59,87.5329,0.334083,-0.722855,0.146179,-0.0259069
v1112,4272.74,1.15494,47.0929,41.606,90.0106,77.935,330.231,207.012,-3.47805,1.20132,1.09402,0.716967
v1113,13539.8,1.5381,74.6602,77.9409,176.728,114.9,481.629,99.6117,0.701057,2.17018,-1.38189,-0.446052
v1114,11469.9,1.34477,59.247,74.3583,148.919,110.739,432.207,142.4,-0.227083,0.579615,-1.26246,-0.75915
v1115,14433,1.16109,63.4829,75.5502,150.527,129.643,450.208,95.1052,0.625625,-0.361339,-0.111007,-0.342275
v1116,13951.3,1.06026,65.7553,74.6501,141.385,133.35,466.71,148.514,0.426005,-0.838111,0.779132,-0.152295
v1117,9586.97,1.07231,59.4909,56.5154,117.2,109.297,365.182,83.6379,-1.07452,-0.464249,0.125129,-0.0968724
v1118,15298.9,1.26422,70.876,81.2891,156.258,123.6,471.914,99.3305,0.946125,0.0449191,-0.692306,-0.463469
v1119,14349.2,1.00403,67.4262,71.3348,161.455,160.808,573.144,112.707,0.537281,0.642646,4.05624,-1.99998
v112,10509.1,1.0865,58.0501,61.2538,123.563,113.726,380.87,87.4001,-0.732509,-0.560109,0.106716,-0.0479575
v1120,19103.1,1.09586,79.2387,76.4321,164.166,149.805,507.686,74.4249,1.90962,-1.18466,0.164531,-0.558779
v1121,12676.4,1.48398,57.8654,77.6606,156.96,105.77,435.353,123.359,0.222866,0.819726,-1.75032,0.0725889
v1122,12585.1,1.1194,69.5956,63.2891,135.351,120.914,432.1,116.471,0.00405436,-0.676712,-0.270903,0.360631
v1123,8656.47,1.05874,63.1061,57.5065,117.638,111.112,408.598,139.999,-1.48048,1.38266,2.71109,-0.433967
v1124,8972.3,1.22125,51.131,59.9295,126.487,103.572,372.543,127.657,-1.22745,0.127123,-0.418267,0.948429
v1125,13189.5,1.17297,67.7904,73.5601,149.339,127.317,452.476,128.323,0.216107,-0.312703,-0.284856,-0.620637
v1126,16255.3,1.2749,78.4409,68.2659,163.305,128.092,480.786,85.3405,1.24279,0.23412,-0.615468,-0.625474
v1127,11329.4,1.30698,53.0901,73.8474,145.96,111.678,412.227,126.101,-0.280608,0.440027,-0.925607,0.716114
v1128,14157.1,1.17654,64.8934,76.4165,150.887,128.246,448.43,108.023,0.540598,-0.400845,-0.483507,-0.871996
v1129,14756.5,1.11993,73.5475,72.7278,143.916,128.505,450.072,111.582,0.689515,-0.763613,-0.220125,-0.369725
v113,9814.5,1.20808,66.9621,50.8924,129.28,107.013,391.377,113.997,-0.901564,0.29721,-0.35441,-0.312945
v1130,11422.8,1.37315,64.252,63.7121,138.472,100.843,408.695,91.6997,-0.295072,0.414856,-1.24894,-0.0602003
v1131,11927.8,1.20428,58.7991,69.0449,137.965,114.562,414.996,106.815,-0.157704,-0.0647206,-0.661335,-0.0645936
v1132,16772.5,1.2969,70.4108,89.852,167.811,129.394,504.679,116.561,1.42733,0.162194,-1.03224,-1.26988
v1133,13788.5,1.10162,69.4438,68.9827,142.793,129.621,440.227,125.349,0.37556,-0.816878,0.100336,0.0869475
v1134,9876.97,1.19292,55.5775,63.2177,129.213,108.316,388.083,109.588,-0.929522,-0.292116,-0.380582,0.884113
v1135,11033.6,1.14192,65.2058,71.614,135.633,118.776,483.291,126.012,-0.878534,1.5655,3.10893,-2.12774
v1136,11087.8,1.13675,62.0799,63.05,126.224,111.04,397.182,115.307,-0.509855,-0.501967,-0.262904,-0.391193
v1137,11134.1,1.12209,61.9495,62.3318,129.101,115.054,397.536,111.948,-0.470968,-0.298364,-0.010616,-0.332626
v1138,14214.4,1.22777,78.6084,84.4516,158.172,128.829,547.697,338.059,0.7299,1.18512,0.346977,-0.349572
v1139,15667.8,1.13764,70.081,77.461,156.144,137.252,490.029,143.828,0.982049,-0.690176,-0.253928,-0.457028
v114,14419.4,1.19608,73.8432,64.8629,151.055,126.292,462.266,113.866,0.628992,-0.413999,-0.486956,0.485621
v1140,13594.2,1.27757,76.9075,78.0283,162.884,127.496,517.93,129.956,0.425002,1.57555,0.00147628,1.59196
v1141,14252.6,1.41532,71.7618,83.1846,174.831,123.528,512.167,113.583,0.830884,2.70529,-0.355131,-1.1296
v1142,11213,1.0016,60.8464,63.5408,120.976,120.783,400.06,145.923,-0.515408,-0.934047,0.57588,-0.0144835
v1143,9896.05,1.11795,55.7413,58.776,120.128,107.454,374.186,101.474,-0.964749,-0.598542,-0.102406,-0.0714028
v1144,8952.3,1.17066,58.0135,60.1265,117.987,100.787,366.831,141.018,-1.27991,-0.0473078,-0.446306,0.871445
v1145,17289.6,1.22981,83.7427,71.6833,169.284,137.65,499.038,92.0409,1.4892,-0.314958,-0.218511,-0.681263
v1146,12241.1,1.20805,59.0486,71.5792,139.247,115.266,417.79,125.485,-0.0775854,-0.368258,-0.74737,-0.316937
v1147,10589.6,1.25176,61.8692,57.9833,129.354,103.338,383.791,91.8615,-0.64865,-0.0943061,-0.697018,-0.562016
v1148,12395.5,1.22115,66.1897,65.0035,141.401,115.793,425.647,108.569,0.0142162,0.156625,-0.714348,-0.366225
v1149,11817.3,1.03344,62.4822,66.8221,128.632,124.469,411.038,142.672,-0.300806,-0.954043,0.0509992,-0.23312
v115,11653.7,1.01761,63.0337,63.5232,125.463,123.292,409.884,111.67,-0.37024,-1.07003,0.342701,-0.137401
v1150,8840.52,1.28223,59.4179,56.325,120.449,93.9368,360.6,121.505,-1.27305,0.29255,-0.706628,0.0172637
v1151,12616.2,1.19567,87.2021,72.5456,157.055,131.353,570.469,145.474,0.079929,0.162281,0.87454,2.86725
v1152,13589.3,1.37516,91.8697,74.5587,181.193,131.762,583.968,157.033,0.374298,1.42799,1.16147,-6.6016
v1153,11581.2,1.06087,64.3402,61.4892,129.937,122.482,399.556,91.4363,-0.362238,-0.785734,0.0506375,-0.045937
v1154,10392.4,1.166,70.4814,74.409,143.468,123.043,513.478,108.719,-0.691228,1.59083,1.2694,1.69901
v1155,14919.1,1.17807,72.1236,72.3661,155.908,132.341,477.384,91.9337,0.800156,-0.172941,0.174969,0.660263
v1156,9781.26,1.10282,62.8586,57.3793,123.538,112.02,386.691,138.829,-1.01053,-0.529492,0.253597,1.27473
v1157,13781.8,1.09817,68.4957,69.4023,145.877,132.836,460.609,103.193,0.420757,-0.505503,-0.0312947,0.281468
v1158,14408.5,1.04048,73.2644,72.8821,142.701,137.15,458.713,82.6626,0.543395,-1.01728,0.510498,0.748928
v1159,11682.4,1.15619,65.7133,64.2158,138.521,119.808,447.631,127.161,-0.255008,-0.218688,-0.488915,-0.620968
v116,8920.53,1.20638,49.3732,57.7123,120.483,99.8714,354.142,99.8661,-1.28626,-0.0819204,-0.488912,-0.0745386
v1160,11059.1,1.16364,67.2766,56.8075,131.685,113.167,393.513,86.5161,-0.502271,-0.404258,-0.563729,0.225151
v1161,15694.4,1.11602,75.216,74.1137,155.002,138.889,466.585,90.7474,0.953185,-1.0506,0.130447,0.691094
v1162,11991.5,1.30124,72.7602,58.1345,146.959,112.938,426.083,123.241,-0.10133,0.326344,-0.788674,-0.567006
v1163,14326.5,1.34331,81.8984,61.3499,160.793,119.7,449.477,88.4973,0.673374,0.173544,-1.19351,-0.69065
v1164,17617.3,1.17056,77.039,80.7471,165.692,141.55,523.349,138.898,1.50001,-0.684353,0.0884596,-1.95269
v1165,13115.2,1.18886,90.321,82.715,186.038,156.483,592.803,121.808,0.709521,3.87702,3.54148,0.693671
v1166,9267.05,1.50915,81.9433,66.2138,158.822,105.24,573.595,139.467,-1.34179,6.42059,2.97992,0.502811
v1167,13440.5,1.17241,70.1589,68.5269,141.167,120.408,437.414,114.155,0.294925,-0.573085,-0.290338,-0.0967159
v1168,8330.39,1.07503,56.3353,52.7423,108.945,101.341,354.495,186.798,-1.58148,-0.438914,0.210042,-0.000673882
v1169,14996.3,1.59617,76.2016,95.8924,184.758,115.751,612.677,167.933,1.17459,3.65787,-0.312205,-1.89421
v117,13767.6,1.09833,69.1962,69.2456,139.143,126.686,436.565,100.954,0.367318,-0.882644,-0.252437,-0.216048
v1170,14155.2,1.08689,67.0623,72.1747,144.225,132.695,441.071,89.1557,0.496083,-0.808357,-0.124778,-0.486419
v1171,12660.2,1.81967,61.7077,102.611,195.635,107.511,520.911,103.691,0.675782,3.86677,-1.9631,-0.997588
v1172,13273.8,1.19411,73.6737,63.88,146.629,122.793,444.343,93.5715,0.257244,-0.406946,-0.528761,-0.27992
v1173,11565.4,1.17554,57.7187,64.9972,134.232,114.187,412.968,116.878,-0.310608,-0.299277,-0.831459,-0.572527
v1174,9616.83,1.02464,58.0383,58.8952,114.462,111.709,369.322,118.975,-1.08223,-0.733239,0.0541266,-0.0165334
v1175,14265.1,1.05682,68.6294,72.7634,140.211,132.672,442.882,86.9723,0.50776,-1.10659,0.0654206,-0.398572
v1176,15509.3,1.66986,55.6639,95.3834,187.833,112.484,486.185,64.2238,1.3226,1.74317,-2.7034,-0.260461
v1177,14503.4,1.55122,73.5981,83.8331,192.363,124.007,576.87,93.8859,0.909209,4.17149,1.55712,0.707264
v1178,11120.6,1.09721,61.4839,62.9977,128.549,117.16,406.32,124.294,-0.520171,-0.747639,-0.0697178,-0.211782
v1179,14527.9,1.02017,71.6059,71.1669,141.867,139.062,468.572,141.164,0.565093,-1.33407,0.380281,-0.304316
v118,12233.7,1.51837,67.6023,69.1506,152.012,100.115,431.943,55.8928,0.0973618,0.905911,-1.61835,-0.298784
v1180,6854.18,1.21209,45.8185,51.6735,106.035,87.4813,315.813,108.161,-2.1565,0.0199188,-0.633695,0.296067
v1181,14171.6,1.5913,65.9569,85.4201,171.65,107.868,464.218,76.6832,0.781048,1.2493,-2.41754,-0.888537
v1182,7085.83,1.12932,53.8423,48.9582,104.689,92.7013,323.416,119.238,-2.08205,-0.237811,-0.154886,-0.0355595
v1183,11117.8,1.2309,58.7368,72.554,137.298,111.543,404.16,104.732,-0.445515,-0.0201555,-0.29462,0.0575494
v1184,9420.14,1.06852,59.6327,64.1738,121.496,113.706,382.687,115.713,-1.14622,-0.757578,0.0671947,0.664703
v1185,8872.83,1.04197,58.152,60.6698,114.977,110.345,368.329,144.262,-1.36713,-0.656872,0.525698,-0.0993815
v1186,11941.6,1.46285,53.8041,76.9839,151.292,103.423,431.473,114.405,0.0140289,1.07253,-1.82886,-0.422049
v1187,9582.31,1.07845,57.4349,54.3616,118.609,109.981,375.17,113.546,-1.05905,-0.414115,-0.0406236,-0.00705161
v1188,10207.9,1.40991,74.5056,57.8824,144.326,102.366,414.926,123.401,-0.662772,0.78913,-1.52359,-0.50447
v1189,17163.4,1.0555,93.1793,91.0973,171.1,162.103,645.659,935.316,1.52868,0.293729,2.5805,0.794113
v119,14428.1,1.24451,68.9162,82.3653,161.019,129.383,481.169,116.024,0.666162,-0.00215401,-0.406797,1.61701
v1190,10938.8,1.06129,63.1878,65.3289,123.04,115.934,404.048,111.634,-0.581811,-0.78374,-0.139964,-0.432024
v1191,17565.4,1.07645,76.4415,79.2743,157.328,146.155,497.726,79.0869,1.4853,-1.13657,0.0783979,-0.408176
v1192,13041.9,1.08948,70.4018,65.622,138.768,127.372,438.756,112.114,0.161443,-0.539801,0.370539,0.280726
v1193,11884.4,1.11568,65.6445,60.5923,135.429,121.387,407.181,77.3065,-0.24252,-0.640211,-0.198934,-0.214704
v1194,13274.1,1.02826,67.4828,66.7311,134.068,130.383,427.113,99.0698,0.174903,-1.17856,0.175856,-0.0133656
v1195,11729,1.09069,72.0473,70.8893,133.163,122.09,496.487,169.305,-0.39108,0.499688,1.95572,1.20868
