Contour,Area,Aspect Ratio,x-centroid,y-centroid,x-size,y-size,Path Length,Normalized Curvature,trainModel (normalized mode 1),trainModel (normalized mode 2),trainModel (normalized mode 3),trainModel (normalized mode 4)
p10010,13567.8,1.19229,73.062,70.6747,147.182,123.445,445.917,112.199,0.381395,-0.172564,-0.377814,-0.0617271
p10011,16989.7,1.10075,74.5226,79.4189,156.979,142.611,496.376,99.0661,1.32688,-1.08798,-0.209636,0.450074
p10012,11784.6,0.979016,69.0018,63.8553,133.717,136.583,459.167,110.103,-0.228702,0.236557,2.03232,0.429946
p10013,10594.2,1.05157,63.6207,65.6554,127.362,121.116,404.394,130.077,-0.720927,-0.622497,0.711773,-0.391246
p10014,15101.8,1.00982,72.7183,74.0771,144.125,142.723,483.559,104.368,0.729698,-1.19745,0.967016,-0.640829
p10015,15277.8,1.1395,67.8448,75.269,150.053,131.683,470.727,125.113,0.863663,-0.641412,-0.190566,0.462634
p10016,8540.84,1.19896,49.8589,55.9398,121.088,100.995,365.732,107.514,-1.45162,-0.0577528,-0.137201,0.21247
p10017,11471.5,1.22043,69.7652,69.5985,136.301,111.683,432.718,100.359,-0.316949,0.0663418,-0.0395714,0.435345
p10018,13310.6,1.16287,61.3531,76.6879,158.622,136.405,565.278,123.48,0.140638,0.0964197,0.233563,-2.14794
p10019,10170.7,1.0252,59.5412,60.8419,117.067,114.189,393.226,138.697,-0.886961,-0.581546,0.577913,-0.173535
p1002,16123.2,1.00178,72.0677,75.6086,147.004,146.743,513.925,131.343,0.962649,-0.65184,2.24368,0.980163
p10020,19743,1.08675,92.6194,84.8334,175.366,161.367,538.578,104.115,2.13917,-0.853654,0.30797,0.546677
p10021,19336.5,1.42289,107.507,81.2275,193.179,135.765,693.762,155.283,2.0875,1.70578,0.541182,0.529124
p10022,10846,1.69837,48.3005,87.9216,159.342,93.8201,455.872,145.706,-0.247988,2.54767,-1.22044,-0.650741
p10023,16894.6,1.22013,83.0645,76.6321,168.231,137.88,503.661,101.425,1.39661,-0.154806,-0.241632,-0.114477
p10024,12861.5,1.04573,66.4925,72.3392,135.618,129.687,427.899,97.137,0.0676416,-0.783814,0.313413,0.361404
p10025,10418.6,0.982114,72.8433,63.5012,125.776,128.066,480.208,120.175,-1.22481,0.996651,4.80328,-0.879272
p10026,15028.9,1.22659,80.5882,59.55,156.143,127.298,466.763,99.8612,0.847521,-0.184079,-0.83918,-0.136783
p10027,13324.9,1.2633,77.2013,59.0161,148.028,117.176,453.174,78.6888,0.329629,0.169533,-0.838942,-0.0511746
p10028,14955.5,1.10143,68.1146,76.911,145.665,132.25,460.748,95.1397,0.724064,-1.05944,-0.00316552,0.478995
p10029,11568.8,1.20967,60.3249,71.6668,148.184,122.5,497.067,119.525,-0.29382,2.3194,2.8861,2.20042
p1003,13637,1.14678,62.0085,71.5444,142.025,123.846,445.367,113.597,0.358623,-0.538285,-0.0127314,0.237869
p10030,12805.2,1.67149,79.3181,62.2415,171.69,102.717,457.853,123.473,0.468877,2.137,-1.71574,-0.0564457
p10031,11257.7,1.12067,67.6307,66.3902,135.42,120.838,430.307,146.582,-0.461057,-0.18005,0.29028,-0.643377
p10032,14612.5,1.18132,76.4508,65.9315,152.013,128.68,469.123,89.2837,0.65484,-0.683306,-0.507961,-0.744878
p10033,13497.4,1.26173,64.055,80.3356,153.87,121.951,477.738,107.878,0.356996,0.849077,0.526951,-1.63606
p10034,15241.6,1.4286,82.9554,81.0863,177.495,124.244,634.961,115.657,0.710562,2.20024,0.212935,3.46489
p10035,13189.4,1.0613,74.2513,69.2909,139.22,131.179,453.456,133.537,0.164713,-0.826401,0.625825,-0.856289
p10036,12730.3,0.981644,66.7957,65.8405,131.71,134.173,436.058,125.679,-0.00639457,-1.1679,0.342228,-0.165325
p10037,12119.5,1.39942,77.2886,55.0388,151.447,108.222,428.987,100.476,0.00122641,0.761062,-1.43373,-0.190005
p10038,12804.8,1.08821,74.6509,65.5311,134.747,123.824,430.915,91.2607,0.114138,-0.217645,0.235137,-0.462664
p10039,15707.2,1.00786,72.9866,72.8051,143.979,142.856,480.161,122.786,0.920598,-1.17353,0.994197,0.164468
p1004,13698.6,1.64486,89.3123,72.7332,185.55,112.806,546.566,136.197,0.678551,3.21086,-0.961012,2.09675
p10040,12221,1.02306,66.3906,65.4271,130.129,127.195,430.888,112.515,-0.179767,-0.893365,0.711491,-0.17365
p10041,14223.9,1.1677,74.0107,64.3321,150.36,128.766,460.769,94.8064,0.574756,-0.194204,-0.0224913,-0.613625
p10042,15432.5,1.24152,70.1838,74.9836,169.356,136.41,508.003,104.511,1.01429,0.785437,0.565656,1.18819
p10043,8187.96,1.5535,62.9929,48.9876,132.727,85.4377,386.85,217.261,-1.28311,1.86202,-1.45464,0.172774
p10044,11647.8,1.09319,64.307,64.7828,128.222,117.291,405.274,112.766,-0.345999,-0.791672,0.235891,-0.335967
p10045,10604.8,1.21923,67.7346,64.0519,146.573,120.217,447.716,116.679,-0.602506,0.901035,0.980002,-1.16567
p10046,13045.2,1.05274,66.9494,67.8471,140.695,133.647,461.377,125.772,0.125977,-0.64891,0.278686,0.271025
p10047,13342.3,1.22591,74.9788,60.4709,148.377,121.034,448.672,102.108,0.29136,-0.0858989,-0.425014,-0.741872
p10048,15707.4,1.12509,80.7681,70.7006,155.131,137.883,477.174,128.901,0.998198,-0.6654,-0.290997,-0.570313
p10049,16614.1,1.14974,74.7779,82.7187,170.96,148.695,569.421,117.65,1.24621,-0.135067,0.927481,0.13116
p1005,12844.3,1.13884,64.655,70.7029,143.803,126.271,434.76,105.644,0.114392,-0.372889,-0.0490845,0.641568
p10050,9400.76,1.09083,54.8554,62.2403,117.946,108.125,370.932,165.669,-1.15736,-0.61889,0.0871833,-0.137381
p10051,14241.6,1.06155,72.6087,71.0208,144.129,135.772,494.841,237.059,0.544384,-0.345579,0.331998,0.141723
p10052,13396.7,1.19004,65.175,72.5112,144.712,121.602,430.807,83.2601,0.313114,-0.302693,-0.617007,0.312607
p10053,17461.4,1.50248,91.9844,92.989,202.785,134.966,648.514,127.103,1.95443,2.50242,0.158571,1.58585
p10054,13628.8,1.02298,67.0424,70.73,133.132,130.141,446.133,106.801,0.288609,-1.2007,0.239517,-0.393925
p10055,10744.1,1.3538,69.1749,56.6072,139.188,102.813,419.648,82.2441,-0.380606,1.28483,-1.35846,-1.24975
p10056,12714.2,1.43037,60.0189,83.7679,164.111,114.733,460.69,111.695,0.221418,1.23326,-0.157336,0.253273
p10057,17298.6,1.01074,80.126,75.316,152.497,150.877,505.701,108.936,1.38192,-1.37469,0.534274,-0.330727
p10058,9611.48,1.29561,54.6373,63.1383,127.345,98.2897,377.266,115.4,-0.958723,0.298133,-1.11028,0.426515
p10059,12905.6,1.06785,69.9888,66.1523,142.624,133.562,453.956,129.596,0.0625371,-0.974801,0.45843,-0.139096
p1006,12418.6,1.10887,68.7407,71.4045,143.792,129.675,460.859,112.846,-0.0110522,-0.263879,0.626584,0.256082
p10060,11373.2,1.04534,65.2174,61.2352,128.234,122.672,405.802,98.8981,-0.425634,-0.582876,0.484156,0.412721
p10061,10978,1.05374,68.7846,63.3157,132.542,125.782,459.868,113.084,-0.614385,0.494826,2.07561,-0.314748
p10062,13274.3,1.16284,62.3284,73.2257,148.461,127.671,461.888,122.151,0.246826,-0.469631,-0.0903148,-0.23041
p10063,9366.98,1.26153,63.0652,57.7921,128.684,102.006,393.886,121.606,-1.06706,0.388482,-0.710362,0.116741
p10064,14520.4,1.07089,69.4416,68.4586,142.965,133.5,467.462,88.924,0.578314,-0.894823,0.749681,0.879543
p10065,10319,1.06676,60.2096,65.3318,123.485,115.757,411.76,109.649,-0.800714,-0.551948,0.295702,0.959026
p10066,10064.8,1.13579,61.1697,55.4095,122.793,108.112,381.936,134.352,-0.87867,-0.430652,-0.282051,-0.0418881
p10067,12542.6,1.1199,73.6093,60.7366,142.841,127.548,447.754,126.119,0.00675282,-0.521434,-0.357494,-0.315903
p10068,13461,1.10818,75.1866,72.2654,141.544,127.727,441.144,102.131,0.26013,-1.0576,0.0840293,0.25957
p10069,12442.2,0.946218,69.8495,70.9883,129.135,136.475,465.2,118.572,-0.187206,-0.010112,2.9526,0.654474
p1007,19059.4,1.05165,77.3521,84.0393,161.861,153.911,515.679,71.748,1.90355,-1.14247,0.229523,-0.00848633
p10070,13252,1.08197,66.2712,69.3262,137.591,127.167,447.674,110.182,0.185487,-0.886777,0.282837,0.465295
p10071,16394.6,1.10943,75.6143,80.824,158.261,142.65,473.788,80.578,1.18738,-0.808257,0.149855,-0.0642756
p10072,13440.4,1.11618,62.4282,68.2205,145.335,130.208,440.408,103.773,0.282609,-0.602487,-0.00843367,-0.985459
p10073,21434.5,1.38551,92.8627,79.8323,200.519,144.726,556.111,74.9036,2.74217,0.476697,-1.13771,0.142019
p10074,12006.7,1.223,62.7346,64.2607,144.249,117.947,428.96,83.7257,-0.1165,0.287351,0.0154962,1.03797
p10075,15087.6,1.12035,64.5057,74.8592,150.677,134.491,471.726,96.8418,0.784383,-0.506207,0.424715,-0.236869
p10076,16375,1.32661,73.868,81.9246,169.423,127.711,510.941,91.4383,1.38145,0.801949,-0.970337,-0.141323
p10077,9915.99,1.13371,65.5354,52.1795,125.498,110.697,389.124,152.894,-0.911738,-0.335571,-0.106973,0.897074
p10078,7937.62,1.0352,49.2989,54.6084,107.72,104.058,398.677,85.5862,-2.06828,1.44625,3.79801,-0.46602
p10079,13925.1,1.07623,70.264,65.181,141.965,131.909,436.747,87.1393,0.386999,-1.19876,-0.158273,0.0768544
p1008,10309.9,1.11846,58.0303,66.3028,127.435,113.939,394.532,119.543,-0.774504,-0.350753,-0.00869153,0.475832
p10080,14294,1.10382,67.9787,73.3205,146.826,133.017,461.097,112.135,0.555176,-0.708403,-0.169792,0.18753
p10081,17504.1,1.18196,73.2333,82.6199,165.958,140.409,502.192,92.4875,1.52546,-0.730559,-0.597872,-0.0871459
p10082,12713.7,1.15356,71.4219,73.4795,141.035,122.261,437.682,97.4024,0.0686697,-0.488497,-0.206858,0.0261573
p10083,11492.1,1.23869,55.5845,70.4711,138.229,111.593,406.942,112.457,-0.313692,-0.162247,-0.937771,0.468926
p10084,9282.09,1.04441,60.2905,63.7715,120.268,115.154,443.344,95.0601,-1.61402,2.54855,3.78266,-2.67809
p10085,9493.49,1.15889,52.6446,64.7462,120.026,103.57,378.123,122.833,-1.0699,-0.187122,-0.443041,0.428326
p10086,13889.2,1.21658,68.5691,85.8307,158.912,130.622,494.958,89.2963,0.533268,-0.0480231,-0.0705722,-3.28742
p10087,16334.7,1.01821,72.0772,77.8925,150.618,147.925,484.28,117.837,1.12075,-1.35915,0.295365,0.274979
p10088,9609.44,1.37737,53.2689,63.3487,133.873,97.1949,400.728,117.07,-0.925408,0.536393,-1.39188,0.402201
p10089,7166.74,0.982668,64.6523,52.3549,118.273,120.359,439.964,376.852,-1.99776,0.373304,2.70691,-2.24407
p1009,9551.02,1.05325,61.9208,63.7446,119.361,113.326,398.214,136.886,-1.08801,-0.619638,0.708796,-0.0438748
p10090,15568.4,1.28072,69.3327,82.5851,169.78,132.566,499.643,107.709,1.06918,0.157998,-0.722318,-0.178239
p10091,17482.4,1.10691,72.4256,80.3927,163.404,147.621,489.073,74.9597,1.49193,-0.846249,-0.166437,-0.446295
p10092,11364.2,1.14998,64.4785,66.2736,136.979,119.114,426.148,127.232,-0.382109,-0.265842,-0.642164,-1.12648
p10093,10054.5,1.10519,58.8752,58.8629,122.098,110.476,386.86,130.706,-0.910139,-0.60067,-0.0368968,0.844873
p10094,11444.1,1.12067,68.4038,63.5353,130.615,116.551,410.643,117.046,-0.390464,-0.61798,-0.194703,0.193929
p10095,12542.3,1.08984,71.4806,63.1867,135.885,124.683,437.803,111.246,-0.0172627,-0.531074,0.242079,-0.328851
p10096,17845.8,1.4818,109.835,92.1114,202.631,136.747,581.886,95.142,2.2337,3.14334,-1.68789,-0.359067
p10097,17603.1,1.24082,77.4976,85.0928,167.169,134.725,514.894,120.974,1.61307,-0.312744,-0.741416,-0.341354
p10098,12411.8,1.21463,67.2553,69.6338,143.234,117.924,439.324,98.9198,-0.0538796,-0.39135,-0.488703,1.27571
p10099,12170.4,1.16502,60.2774,68.5826,137.128,117.705,419.138,119.366,-0.128795,-0.409335,-0.223814,-0.543973
p101,11032.5,1.14019,64.4318,66.026,137,120.155,418.101,95.9045,-0.446872,0.118044,0.0888326,1.03015
p1010,12298.8,1.01688,64.9656,70.5177,129.968,127.81,432.673,107.797,-0.121938,-0.447441,1.03951,-0.401976
p10100,12422.9,1.23157,58.8732,69.9918,146.095,118.625,435.134,136.576,0.0158553,0.0624643,-0.547648,-1.31078
p10101,11135.6,1.47656,83.8334,54.9661,153.354,103.859,428.97,93.8735,-0.213333,1.13307,-1.39318,-0.308105
p10102,18409.8,1.19103,77.9842,75.8926,171.166,143.712,515.642,105.527,1.79631,-0.534143,-0.426846,0.212999
p10103,12969.2,1.04719,68.7247,60.4046,137.417,131.224,435.1,108.172,0.0921099,-0.923276,0.447092,0.108625
p10104,11681.4,1.01646,68.1744,63.7012,131.071,128.948,432.52,109.394,-0.32263,-0.749744,0.256183,-0.310038
p10105,15853.6,1.54599,72.1369,98.116,193.723,125.307,649.341,132.294,1.14842,1.84318,-1.31251,-4.16175
p10106,11601.2,1.27459,63.0275,68.0459,147.026,115.351,427.157,112.886,-0.210797,0.198621,-0.455659,0.16186
p10107,8408.15,1.17405,53.4067,59.9756,120.269,102.439,403.885,91.2859,-1.73079,1.80504,1.99118,-2.80211
p10108,10505.8,1.12863,60.9388,60.0612,127.058,112.577,394.288,127.899,-0.716457,-0.324956,0.379709,0.280901
p10109,13946.3,1.32726,60.5373,80.8314,157.254,118.48,449.674,107.754,0.56547,0.279458,-1.00283,-0.0456023
p1011,14308.7,1.07728,68.3623,70.1462,145.821,135.361,479.827,114.056,0.503794,-0.883517,0.449923,-0.685918
p10110,11346.2,1.00695,63.4282,62.3507,123.453,122.602,398.67,97.2618,-0.464174,-1.01525,0.0863454,0.0561587
p10111,17339.7,1.12021,75.6832,72.5634,163.916,146.326,503.476,106.414,1.43048,-1.16989,-0.0155967,0.0155937
p10112,13219.3,1.1054,70.5349,64.7301,139.154,125.885,437.448,136.28,0.192343,-0.653001,0.317364,-0.289144
p10113,16311,1.21176,88.3639,86.8953,176.426,145.595,554.821,1589.07,1.30026,1.36617,0.916116,-3.77399
p10114,16519,0.981931,71.7495,78.8259,152.248,155.05,521.1,103.795,1.12385,-0.882406,1.53258,-1.89214
p10115,10881.9,1.06253,62.9166,69.5219,128.142,120.601,424.943,93.133,-0.583062,-0.120275,0.818796,0.546428
p10116,11362.8,1.24513,59.6116,60.4562,141.193,113.396,418.828,121.932,-0.338289,0.306993,-0.321848,0.206785
p10117,10243.5,1.04364,66.0272,59.1781,121.755,116.664,406.09,85,-0.835058,0.079341,1.27108,-0.0744554
p10118,11799.7,1.09154,61.6621,65.5937,130.623,119.669,405.097,101.772,-0.296317,-0.858805,0.00725803,0.0900022
p10119,10680.5,1.04923,58.967,62.4804,122.275,116.538,396.311,111.199,-0.70537,-0.738381,0.49791,-0.681815
p1012,11659.4,1.09543,61.8417,68.4562,132.314,120.787,414.892,104.963,-0.319124,-0.57032,-0.264637,1.01112
p10120,7644.17,1.14671,49.3428,51.4977,112.744,98.3194,338.355,114.768,-1.82389,-0.245827,-0.131634,0.170254
p10121,18686.7,1.15924,77.3827,85.0178,172.638,148.923,537.276,95.9007,1.83696,-0.830233,-0.0828317,-0.361068
p10122,7611.06,1.06826,49.2753,50.006,107.538,100.667,353.386,145.867,-1.83963,0.0275252,0.603021,0.317958
p10123,9147.25,1.33692,53.3968,60.3078,130.388,97.5279,388.98,148.494,-1.11317,0.48184,-1.05545,-0.739745
p10124,10054.8,1.36902,68.0585,55.0842,136.156,99.455,408.11,89.4005,-0.762392,1.00384,-0.87117,-1.49264
p10125,14832.7,0.998252,81.3905,77.3832,150.878,151.142,514.972,113.873,0.657892,-0.248081,2.72494,-0.413692
p10126,11510.7,1.03563,64.4686,64.0355,125.981,121.647,405.665,122.356,-0.40769,-0.97494,0.131662,-0.193829
p10127,12168.8,1.35287,71.1535,53.7225,153.597,113.534,453.861,119.117,0.0422043,0.842797,-1.24274,-0.130825
p10128,11689.8,1.10289,58.9464,66.1873,140.019,126.956,462.738,144.684,-0.313266,0.277567,1.04125,-0.144591
p10129,13346.5,1.06601,66.4342,72.2397,138.368,129.8,439.197,106.23,0.200363,-0.864428,0.530676,-0.630802
p1013,15278.3,1.12335,70.86,76.8149,160.518,142.892,514.688,138.999,0.81065,-0.252824,1.11395,-1.51117
p10130,11032.2,1.37947,56.8846,69.097,152.134,110.285,437.102,91.2006,-0.445348,1.28265,0.515095,0.855276
p10131,9554.61,1.16831,46.9702,58.5813,125.97,107.822,395.107,109.466,-1.0028,0.77608,0.946047,0.0983134
p10132,9723.12,1.06162,63.8974,62.6584,115.291,108.598,405.919,120.534,-0.999963,-0.164788,0.605787,0.484561
p10133,12301.1,1.07545,62.9914,68.4251,133.335,123.981,418.833,127.764,-0.120504,-0.883986,0.0911019,0.0977445
p10134,10298.4,1.53003,59.6852,84.9517,166.639,108.912,504.594,161.327,-0.317192,3.95878,0.72581,-1.74306
p10135,14723.8,1.15673,66.9583,77.8989,153.457,132.665,464.603,105.851,0.727842,-0.373466,-0.336279,0.696489
p10136,12803.5,1.12677,65.0276,71.6069,143.609,127.452,450.792,107.836,0.0749357,-0.542379,-0.154979,0.962356
p10137,11780.4,1.02046,66.5598,65.0454,129.796,127.194,427.23,107.306,-0.331341,-0.959719,0.472883,1.2352
p10138,11331.6,1.08457,60.8977,62.9074,126.429,116.571,395.308,97.7912,-0.440072,-0.694289,-0.216673,-0.0911274
p10139,12853.6,1.20015,60.5271,73.0729,142.027,118.341,421.922,86.7342,0.113429,-0.494405,-0.619187,-0.230363
p1014,13124,1.17244,65.2597,72.0567,143.829,122.676,438.075,92.1931,0.195533,-0.414184,-0.176638,-0.0956877
p10140,10399,1.08525,59.9368,60.2514,127.382,117.376,397.445,90.6615,-0.752863,-0.623866,0.109645,1.71201
p10141,14170,1.04588,64.7661,71.7682,143.48,137.186,470.381,147.32,0.472074,-0.463023,1.71366,0.731164
p10142,10835.5,1.09005,61.9424,60.0116,124.603,114.31,389.007,102.121,-0.625853,-0.769442,-0.142244,0.111193
p10143,12188.1,1.09866,65.7905,65.2846,133.412,121.431,435.282,123.599,-0.168461,-0.706306,0.413028,-0.333216
p10144,14380.3,1.37747,72.5035,78.3303,159.823,116.027,472.827,111.586,0.76416,0.880313,-1.16218,-0.471373
p10145,14980.6,1.07058,76.2832,74.7548,148.546,138.753,471.098,95.7895,0.806022,-0.357996,0.159008,1.57268
p10146,16000.1,1.40039,59.5989,86.5598,175.385,125.24,509.265,113.234,1.27709,0.837714,-1.12692,0.662032
p10147,12918.4,1.37981,62.632,76.8195,153.941,111.566,468.656,138.619,0.253114,0.562916,-1.3707,0.336431
p10148,11348.3,1.20547,66.2686,66.2331,130.297,108.088,407.302,115.707,-0.377391,-0.0544214,-0.377552,-0.6802
p10149,9427.59,1.18141,58.6292,57.5104,131.289,111.13,397.136,127.24,-0.963152,0.915449,-0.0711633,0.675009
p1015,14713.7,1.06027,77.2095,71.47,147.795,139.393,492.605,127.122,0.610347,-0.22421,1.46022,1.80741
p10150,16788.1,1.05092,77.561,72.708,154.461,146.977,503.267,110.519,1.28362,-0.859518,0.380354,-0.646773
p10151,15329,1.28463,78.5318,70.7503,163.169,127.016,469.264,90.4783,0.962713,0.0982062,-0.784993,-0.185919
p10152,15075.5,1.05806,74.9416,69.4795,150.033,141.8,488.792,569.702,0.75617,-0.737251,0.824534,-1.29941
p10153,16649.4,1.24949,78.2778,72.7221,173.428,138.799,543.265,112.349,1.30633,0.168835,-0.0276789,2.47345
p10154,13358.8,1.48444,84.727,57.2476,168.425,113.46,475.304,127.872,0.49582,0.878399,-1.59751,-0.191348
p10155,13964.9,1.00622,70.9777,70.7815,139.254,138.394,455.966,102.373,0.409633,-1.09141,0.658514,0.504812
p10156,14017.7,1.26599,70.949,68.8742,151.076,119.334,448.352,101.807,0.520258,0.0179382,-0.808673,-0.527136
p10157,15495,1.08064,76.6336,73.9149,149.417,138.268,475.97,101.73,0.900273,-0.993766,0.13361,-0.551255
p10158,14178.8,1.08044,70.7115,75.9879,148.535,137.477,513.333,141.515,0.477904,0.145759,1.99777,-0.134789
p10159,25770.6,1.29068,103.12,105.397,233.269,180.734,885.713,205.063,4.09159,0.968356,-0.916651,0.382344
p1016,10598.2,1.10843,65.3617,61.0266,126.655,114.266,394.365,84.4926,-0.69068,-0.631901,-0.0517131,0.375174
p10160,13453,1.16856,74.4882,57.9422,145.335,124.371,456.826,71.5074,0.262626,0.250568,0.662493,-1.77233
p10161,8368.54,1.08555,57.9806,55.0126,109.458,100.831,360.777,167.227,-1.53687,-0.396081,-0.200956,0.305911
p10162,10804.8,1.07787,60.9017,62.2039,127.161,117.975,396.205,116.335,-0.619828,-0.654826,-0.367783,0.703013
p10163,9677.26,1.18773,63.914,55.4235,124.067,104.457,376.463,127.839,-0.987387,-0.149988,-0.550549,0.302357
p10164,16173.6,1.02448,73.2558,80.9788,156.919,153.17,557.275,195.637,1.0492,-0.0890837,2.57274,-0.452628
p10165,13357.8,1.23251,66.6206,72.0267,151.239,122.709,446.015,98.04,0.323155,-0.039106,-0.269063,0.232811
p10166,11847.8,1.05631,66.6703,61.5912,129.991,123.061,410.911,113.906,-0.284928,-0.970205,0.0344131,-0.122615
p10167,8987.36,1.10121,55.5672,59.5248,116.188,105.509,380.731,120.428,-1.2906,-0.30541,-0.211869,-0.000467419
p10168,14693.8,1.75542,57.8951,94.7711,186.772,106.397,482.247,90.803,1.0567,1.6137,-3.16286,-0.216045
p10169,10785.4,1.24075,62.1149,61.7523,132.957,107.159,399.836,125.386,-0.542063,0.151097,-0.581185,-0.456006
p1017,9849.55,1.05166,61.8269,56.8833,118.311,112.499,378.884,104.007,-0.970668,-0.392598,0.558529,0.732235
p10170,11527.2,1.02676,65.0092,62.5216,127.103,123.791,420.427,122.279,-0.414599,-0.809986,0.622471,-0.159473
p10171,17643.2,1.12806,83.7325,73.4626,161.776,143.41,514.273,139.713,1.53203,-0.773302,0.016839,-1.04543
p10172,4646.88,1.15929,42.943,36.8722,86.5092,74.6227,283.298,149.088,-3.24784,0.479139,0.182855,-0.0406192
p10173,11081.6,1.39466,73.8177,51.8584,145.815,104.553,416.716,115.202,-0.382276,0.428468,-1.2755,-0.343673
p10174,12607.1,1.07181,71.0589,67.0746,133.247,124.32,448.78,158.655,-0.0228398,-0.753015,-0.168514,-1.00286
p10175,21924.9,1.00008,98.768,95.27,187.549,187.533,722.76,115.987,2.36396,0.82829,5.07095,-2.55128
p10176,11502.1,1.00049,76.4577,92.3702,152.859,152.784,578.247,123.636,-0.222516,2.39491,5.29657,-1.98191
p10177,16352.7,1.29661,83.4189,65.2162,166.388,128.326,480.481,93.851,1.2673,-0.0216473,-0.864913,-0.401289
p10178,10278.3,1.09269,51.4704,65.547,123.544,113.064,406.682,104.186,-0.789881,0.161783,0.777083,-0.31764
p10179,9274.57,1.37316,67.5101,60.9295,144.931,105.546,457.369,146.629,-1.05194,1.97394,0.804839,0.858191
p1018,12397.3,1.12549,70.4932,74.3251,142.469,126.584,452.767,133.133,-0.0250506,-0.500589,0.681751,0.487057
p10180,10959.6,1.05547,61.111,59.6403,125.495,118.9,409.159,149.624,-0.585313,-0.778198,0.331546,0.745232
p10181,8926.48,1.38841,49.8465,62.715,129.961,93.6042,364.391,95.8249,-1.16754,0.815972,-0.925569,0.431173
p10182,15621.9,1.23015,66.1177,81.2758,160.261,130.278,466.009,87.4131,1.00693,-0.362931,-0.688852,0.114754
p10183,17804.2,1.59176,67.9841,100.062,196.444,123.413,552.884,118.707,1.97895,2.4682,-1.46039,-1.65052
p10184,17304.4,1.44715,85.3741,99.3295,192.282,132.87,703.615,160.715,1.17239,3.09295,1.95165,-2.68549
p10185,7138.4,1.22831,56.2968,54.8347,116.89,95.1633,419.577,169.273,-2.13914,2.27393,1.8178,-1.74229
p10186,15024.2,1.71869,53.2361,109.567,202.082,117.579,610.464,135.802,1.47169,3.95414,-1.7004,-2.56558
p10187,12082.6,1.32249,82.2858,60.7493,158.791,120.07,492.2,147.323,0.00225183,1.64269,0.348211,-1.80753
p10188,13238.5,1.35928,81.1878,65.7324,167.726,123.393,499.817,134.773,0.411787,1.11448,0.100156,2.36455
p10189,19376.9,1.08041,79.319,79.5803,167.857,155.365,524.977,92.9889,1.99247,-1.18891,-0.202271,-0.0408966
p1019,7891.92,1.84334,45.5905,66.1135,145.846,79.1202,387.624,93.9634,-1.27779,2.68439,-1.90424,0.422456
p10190,13167.2,1.18873,74.4044,67.723,149.647,125.888,460.034,118.506,0.234586,0.165525,-0.101008,-1.01177
p10191,12128.3,1.37065,66.4664,69.6588,143.525,104.713,417.89,92.9762,-0.0386004,0.374029,-1.244,-0.168172
p10192,9286.05,1.28514,51.2342,72.617,141.668,110.235,477.44,111.923,-0.963294,2.2592,0.966133,0.133502
p10193,16727.5,0.970194,79.6534,85.588,155.943,160.734,578.481,150.731,1.04112,0.742119,4.14537,2.45249
p10194,14378.3,1.27934,66.6214,74.9947,154.893,121.072,460.23,119.014,0.66361,0.0500687,-0.900168,-0.168455
p10195,10594.5,1.06865,65.4371,64.7862,129.224,120.922,469.116,80.8715,-1.14808,2.34128,3.98941,-2.58478
