Contour,Area,Aspect Ratio,x-centroid,y-centroid,x-size,y-size,Path Length,Normalized Curvature,trainModel (normalized mode 1),trainModel (normalized mode 2),trainModel (normalized mode 3),trainModel (normalized mode 4)
q1010,10363.3,1.13023,60.1049,60.2223,124.116,109.815,390.34,133.372,-0.780615,-0.480681,-0.018601,-0.146032
q1011,10558.6,1.00841,59.7058,62.5211,118.953,117.961,394.587,124.466,-0.750621,-0.993831,0.239755,0.0168576
q1012,8902.52,1.19311,61.7607,55.2432,123.469,103.486,380.079,122.744,-1.25817,0.213342,-0.296394,0.612474
q1013,29908.4,1.09316,118.353,112.53,214.206,195.951,820.687,100.144,4.34561,0.344108,4.29195,-1.33504
q1014,11828.2,1.27086,58.3066,76.3769,145.829,114.748,421.834,124.358,-0.145577,0.300505,-0.787618,0.10492
q1015,6732.34,1.07573,45.9201,50.1852,98.3994,91.4722,322.98,116.967,-2.26938,-0.335271,-0.0353253,1.11097
q1016,10646.6,1.10626,62.1104,60.4604,127.092,114.884,410.686,130.729,-0.669699,-0.320904,0.283118,-0.219685
q1017,13104.5,1.13271,70.2866,75.1397,148.113,130.759,461.496,131.046,0.175423,-0.037299,0.664366,-0.119446
q1018,14130.7,1.00571,73.3601,69.7659,135.73,134.959,458.566,109.891,0.448418,-0.997366,0.935978,0.585017
q1019,12049.7,1.1428,58.2768,66.4586,136.127,119.117,430.754,112.367,-0.156884,-0.2873,0.279458,0.666722
q102,27645.8,1.17629,81.3321,116.262,240.717,204.641,826.819,158.755,4.47597,2.01388,1.05108,1.31935
q1020,12786.1,1.09174,70.9237,65.68,143.066,131.044,445.576,136.08,0.0644961,-0.775641,0.0234304,0.45081
q1021,9176.25,1.0146,57.4972,54.4489,111.125,109.526,364.299,86.6507,-1.26456,-0.768261,0.304232,0.0716135
q1022,12804.5,1.27271,69.5712,69.8642,148.258,116.49,447.239,108.618,0.135235,-0.0512876,-0.962046,-0.543603
q1023,7185.22,1.08495,50.2342,48.7439,102.877,94.8214,331.537,131.86,-2.02974,-0.131192,-0.0546107,0.219609
q1024,11602.5,1.05822,61.022,65.8354,127.838,120.805,413.71,125.067,-0.378511,-0.880782,0.134483,-0.187941
q1025,11236.6,1.18335,53.7986,66.6339,130.465,110.251,397.264,98.5583,-0.432532,-0.390401,-0.506912,0.802565
q1026,9358.44,1.18221,56.8049,64.8368,124.216,105.071,372.632,80.6271,-1.08861,0.080392,-0.112269,0.0279063
q1027,11893.9,1.27039,55.1694,73.4105,146.147,115.041,427.279,128.181,-0.133491,0.251877,-0.454429,0.639299
q1028,7999.97,1.12766,53.5819,56.2344,106.704,94.6237,341.765,118.916,-1.685,-0.251631,-0.314533,-0.0456351
q1029,13426.3,1.22771,75.1626,71.483,148.404,120.879,453.081,95.2488,0.347735,-0.0467494,-0.560064,0.666084
q103,16576.6,1.40504,93.9942,69.3459,179.923,128.055,546.472,118.794,1.3772,1.29807,-1.8301,1.72781
q1030,11648.3,1.10182,64.424,58.971,134.955,122.484,411.412,106.009,-0.316903,-0.490679,0.00253484,-0.368228
q1031,15794.5,1.64749,93.7991,80.5651,201.522,122.321,551.414,111.327,1.5802,2.7531,-2.42113,0.2699
q1032,14977.1,1.10255,75.605,70.6595,150.55,136.546,463.954,95.4788,0.757581,-0.812848,0.044363,-0.487061
q1033,15530.2,1.19601,85.6755,74.251,173.116,144.745,535.036,137.363,1.05342,0.566147,-0.127961,-1.97617
q1034,14717.2,1.20948,83.4944,57.8635,167.037,138.106,524.01,101.245,0.861034,1.0358,1.02646,0.298591
q1035,17683.9,1.15957,79.8298,67.9058,173.128,149.303,525.027,102.299,1.62946,0.021409,0.423469,-0.544433
q1036,13084.8,1.01374,65.6188,68.9459,130.727,128.955,445.74,131.239,0.11701,-0.968179,0.696676,0.406076
q1037,11296.7,1.21004,65.2343,58.0108,137.173,113.363,424.053,156.636,-0.3552,0.0226418,-0.412093,-0.0702702
q1038,13229.8,1.02482,72.3261,67.9205,136.107,132.811,443.63,134.072,0.160742,-1.24807,0.189859,-0.300646
q1039,7816.71,1.11369,52.9693,53.1621,107.841,96.8323,341.818,154.407,-1.77059,-0.244069,-0.114606,-0.0860568
q104,11482.1,1.27975,67.6858,54.9982,140.619,109.88,419.474,125.233,-0.264935,0.54354,-0.398112,0.332644
q1040,11761.1,1.19188,65.0843,75.4799,144.552,121.281,467.989,113.305,-0.12443,0.851764,0.91277,1.87479
q1041,16927,1.52297,73.2716,87.1526,189.137,124.19,525.076,103.364,1.70434,2.03475,-1.86909,-1.27288
q1042,9678.76,1.34687,65.0459,65.4293,148.876,110.535,522.064,189.538,-0.807403,2.83224,0.890457,-0.0856116
q1043,8753.96,1.59748,63.2913,54.0661,138.304,86.5764,378.475,114.812,-1.16164,1.26417,-1.52352,-0.983541
q1044,12790.9,1.22975,66.0064,60.4514,151.304,123.036,449.93,72.4233,0.119076,0.367561,0.454483,0.0116582
q1045,13319.6,1.40155,65.294,71.2876,157.798,112.588,451.003,87.1497,0.407424,0.775344,-1.09582,0.402167
q1046,12586.3,1.52694,60.4129,84.0017,168.764,110.524,459.882,111.627,0.331513,1.66128,-1.80807,0.442833
q1047,11946.3,1.20555,76.4246,66.1473,148.969,123.569,451.178,105.674,-0.166232,-0.321945,-0.863952,1.06747
q1048,12961.6,1.27889,78.4124,58.4421,151.009,118.078,446.285,129.602,0.212511,0.0811164,-0.851667,0.300998
q1049,12655.3,1.08948,68.5566,61.7723,135.703,124.558,432.956,135.871,0.0180337,-0.604771,0.0197559,-0.288159
q105,15285.5,1.01552,73.6895,72.774,143.665,141.469,466.17,118.753,0.813269,-1.19207,0.418079,-0.418253
q1050,13959.4,1.184,67.3469,74.0621,148.099,125.084,450.857,116.576,0.475385,-0.42895,-0.290267,0.432032
q1051,18430.5,1.09832,78.5746,83.8164,173.822,158.262,553.767,126.431,1.66881,-0.648757,1.12724,-2.46655
q1052,15445,1.1401,72.7698,67.6471,164.63,144.4,577.389,186.396,0.738953,1.08611,2.68442,1.51759
q1053,17067.7,1.74014,61.8043,102.912,208.123,119.601,538.888,100.418,1.82705,1.79161,-2.87892,0.162925
q1054,13899.3,1.02003,68.6434,70.4209,139.173,136.441,456.233,92.7064,0.376891,-0.837517,1.13008,-0.460326
q1055,6495.5,1.11398,44.4052,50.9557,105.654,94.8435,332.354,117.959,-2.34507,0.850071,1.28078,-0.0157591
q1056,9801.45,1.56881,66.9313,70.0322,146.957,93.6742,453.242,137.675,-0.841809,2.11855,-0.323132,-2.94539
q1057,11317.7,1.15614,68.5394,59.5867,136.571,118.127,410.115,132.657,-0.411606,-0.34408,-0.181637,0.341697
q1058,12243.9,1.07468,65.2133,61.0977,133.689,124.399,420.103,84.3973,-0.157472,-0.826356,0.483424,-0.60363
q1059,12364.5,1.05271,68.0347,61.1224,130.935,124.379,425.512,112.874,-0.0978724,-0.912927,-0.0215447,-0.255605
q106,14020,1.23957,72.1226,66.4372,152.283,122.851,453.613,89.0317,0.531815,-0.0411559,-0.473624,-0.0400059
q1060,10795.6,1.148,61.8024,60.5506,127.631,111.177,390.741,84.0816,-0.612431,-0.50443,-0.0898536,0.43121
q1061,17437,1.07378,77.6392,74.52,158.147,147.28,491.462,82.2499,1.4563,-1.15813,0.217609,0.35291
q1062,7546.52,1.15665,57.7393,48.5092,113.419,98.0576,342.797,100.211,-1.84151,0.161017,-0.124918,0.0530449
q1063,13871.2,1.29528,65.2832,74.5626,156.321,120.686,444.802,102.304,0.499507,-0.00238551,-0.844525,-0.09707
q1064,13374.9,1.169,70.8936,67.6047,146.424,125.256,465.148,105.133,0.259057,-0.726487,-1.17077,-0.377917
q1065,13369.8,1.27548,68.0034,66.6499,152.293,119.401,444.769,128.339,0.330916,-0.144187,-0.766258,-0.10238
q1066,13156.9,1.30246,61.9766,73.7108,159.021,122.093,461.279,87.5349,0.300927,0.348699,-0.180255,1.99943
q1067,13704.7,1.27335,70.36,68.8658,152.816,120.011,443.793,86.6584,0.443045,0.0882024,-0.661339,-0.824843
q1068,12969.5,1.04715,71.0214,65.3778,135.463,129.364,435.79,108.016,0.103163,-0.894499,0.194805,-0.425381
q1069,11297.2,1.05698,61.6676,68.2948,128.419,121.496,419.984,140.684,-0.453497,-0.430891,0.749502,-0.052236
q107,13874.5,1.29719,66.234,72.7303,172.513,132.99,530.919,112.695,0.655164,1.16556,-0.335397,3.66713
q1070,13795.1,1.09414,68.8523,64.2612,142.171,129.938,448.788,135.79,0.387868,-0.703193,0.278226,0.190489
q1071,17188.9,1.49727,100.622,67.3863,194.547,129.935,604.127,115.086,1.67845,2.41349,0.363956,2.73332
q1072,10763.5,1.13119,68.1307,58.6068,130.58,115.436,403.115,95.6505,-0.615117,-0.367892,-0.476538,-0.140999
q1073,10612.6,1.16612,53.5149,61.0194,133.678,114.635,398.193,89.6885,-0.62282,-0.0501667,-0.363087,0.64316
q1074,11721.8,1.13673,68.8413,64.0476,133.945,117.833,410.522,113.133,-0.269283,-0.377418,-0.244354,0.0845091
q1075,6835.18,1.32056,49.5565,54.6911,110.058,83.3421,326.841,146.433,-2.097,0.495933,-0.950512,0.358632
q1076,11007.2,1.46931,86.1926,65.604,162.686,110.723,501.167,91.2477,-0.336352,2.59772,1.09671,3.10602
q1077,9139.28,1.02453,54.3211,56.9139,111.287,108.622,358.403,89.1868,-1.28569,-0.922923,0.141102,0.267084
q1078,13218.1,1.07991,75.6694,63.2115,141.526,131.053,461.877,156.268,0.185591,-0.951063,-0.0111121,1.67435
q1079,12405,1.33323,64.6311,75.4985,155.901,116.935,474.722,110.044,0.0871108,0.871658,-1.27484,-0.356265
q108,11874.2,1.81172,67.0876,96.6042,185.584,102.435,492.972,96.7627,0.374363,3.885,-1.87344,-0.920739
q1080,17975.1,1.72752,59.0206,107.032,202.232,117.065,622.012,113.56,1.92493,3.34738,-0.321017,-2.69328
q1081,12924.4,1.15224,67.0419,67.5608,144.194,125.143,453.302,112.282,0.131591,-0.401466,-0.461657,-0.680286
q1082,15652,1.09859,72.6618,71.9191,148.818,135.463,466.178,89.1246,0.938928,-0.998795,0.0665755,-0.383062
q1083,10335.3,1.09767,58.8287,58.4244,125.877,114.676,390.206,96.6152,-0.80344,-0.644514,-0.0984438,-0.1813
q1084,5072.8,1.09867,38.435,47.5917,86.4452,78.6813,308.102,145.744,-3.03134,0.117782,-0.160318,0.099075
q1085,16309.1,1.37167,87.711,68.7265,175.213,127.737,499.04,109.215,1.33773,0.654639,-1.29932,-0.360702
q1086,14518.1,0.98423,70.6733,71.9632,140.217,142.463,478.234,123.808,0.571643,-1.23246,0.149556,0.0978962
q1087,13898.7,1.61777,76.7819,75.6776,206.076,127.383,605.445,183.313,0.87023,2.28548,-2.52563,4.89842
q1088,13525.8,1.09027,75.9933,62.2455,141.617,129.892,442.169,120.683,0.30207,-0.654021,0.336848,0.12524
q1089,14307.5,1.19238,80.3213,67.4405,151.177,126.786,476.35,141.909,0.600454,-0.365914,-0.756781,0.140459
q109,11085.7,1.01003,61.4567,62.2857,123.086,121.863,401.999,139.212,-0.55595,-0.912914,0.417479,-0.223873
q1090,9159.42,1.24531,63.4172,50.6619,130.697,104.951,412.206,109.473,-1.23022,1.50931,1.16265,-1.91963
q1091,10879.8,1.09542,72.2905,78.0858,144.34,131.767,612.327,150.362,-1.2691,4.32931,5.44208,-1.86625
q1092,12840,1.15733,67.6977,63.1321,139.395,120.445,422.282,91.1102,0.0927325,-0.58933,-0.394781,0.026375
q1093,10761.4,1.17036,70.9051,56.0755,136.8,116.888,413.717,108.866,-0.572911,0.101095,-0.0212025,0.324751
q1094,9881.33,1.14246,55.5225,61.0235,127.721,111.795,406.798,198.581,-0.972355,0.160988,0.754321,-0.519235
q1095,15268.7,1.07576,69.859,72.1756,145.81,135.542,454.168,94.4646,0.814197,-1.03558,0.177301,-0.44586
q1096,12653.6,1.14525,73.0176,68.2058,138.051,120.542,439.377,105.01,0.049031,-0.459708,-0.364715,-0.264838
q1097,11968.3,1.03195,63.3282,66.7657,128.684,124.7,411.571,111.372,-0.258864,-1.0852,0.139968,-0.312199
q1098,13464.4,1.0925,70.7738,65.9007,144.115,131.914,455.661,132.937,0.290591,-0.603308,0.368272,-0.133363
q1099,12941.3,1.29217,70.6428,68.8045,152.222,117.804,444.966,136.337,0.197879,0.0519133,-0.913898,-0.525488
q11,13839.6,1.46007,71.7161,75.4358,177.621,121.652,497.698,110.506,0.665171,1.66573,-0.428514,0.0102798
q110,11462.6,1.21899,66.2576,58.4472,141.401,115.999,417.09,90.4779,-0.341359,-0.291851,-0.673627,0.0607918
q1100,11609.9,1.1642,68.8921,62.8282,138.243,118.745,424.859,118.81,-0.305607,-0.0231782,0.421893,0.669272
q1101,12909,1.28094,69.5809,69.3268,147.586,115.218,446.603,104.821,0.18638,0.0266538,-1.03064,-0.320227
q1102,15125,1.1822,76.1477,70.3752,154.563,130.742,474.695,115.265,0.803153,-0.778683,-0.411405,0.150581
q1103,12104.9,1.30056,53.7346,73.0074,142.373,109.471,426.65,101.987,-0.0408501,0.395245,-0.963981,0.403277
q1104,19022.1,1.13379,74.5203,86.9815,168.375,148.506,508.737,75.4915,1.9384,-0.780093,-0.0599253,0.0574791
q1105,9231.14,1.1631,62.3663,57.9476,124.497,107.039,388,131.165,-1.13614,0.192786,0.0441159,1.21506
q1106,18077.8,0.984139,89.0392,86.0297,157.247,159.781,554.523,79.9844,1.54031,-0.785777,2.56261,-0.175934
q1107,11783.5,1.21178,58.3889,71.407,148.636,122.659,466.19,125.506,-0.171023,0.992274,1.33137,0.725674
q1108,9836.34,1.31432,67.8061,56.8015,132.956,101.16,396.287,113.245,-0.803364,0.743153,-0.835572,-0.237522
q1109,10133.8,1.16265,65.3713,60.2738,128.122,110.198,405.546,137.844,-0.76999,0.450521,0.131882,0.326056
q111,10088,1.26584,66.9,59.2671,136.996,108.225,420.581,79.1565,-0.754757,1.82417,0.174419,-0.82585
q1110,7375.09,1.08692,50.981,49.3501,103.679,95.388,332.603,102.091,-1.96614,-0.247197,0.0390648,-1.03593
q1111,10021,1.17982,59.9987,78.1978,138.297,117.219,513.62,123.41,-1.37394,1.69011,1.84642,7.82616
q1112,12800.7,1.29384,64.1605,65.6749,150.371,116.221,438.361,117.096,0.148576,-0.0362896,-0.868826,-0.279362
q1113,13721.8,1.17968,72.6853,65.0112,152.861,129.578,458.018,123.805,0.397876,-0.407039,-0.495829,0.0691381
q1114,14759.9,1.37127,73.6845,73.6825,165.36,120.589,483.75,120.947,0.911316,0.776886,-1.12042,0.503982
q1115,11516,1.22285,70.1306,54.9671,145.75,119.189,422.778,98.1716,-0.282575,0.0348801,-0.804082,0.580954
q1116,11188.9,1.30435,67.8659,64.7634,138.766,106.387,422.097,110.244,-0.383749,0.547537,-0.435897,0.41232
q1117,10794.3,1.12175,66.4785,61.9186,135.349,120.659,425.124,123.485,-0.597962,-0.143344,-0.293419,-0.912801
q1118,8602.49,1.03971,56.1132,54.3579,107.8,103.682,346.508,111.518,-1.47635,-0.608027,0.0628522,-0.214605
q1119,19364.3,1.55725,102.511,70.4727,202.238,129.869,535.36,75.9551,2.28574,1.04455,-2.17437,-0.556332
q112,9590.09,1.26444,49.8113,64.1811,125.722,99.4293,373.122,89.764,-0.989279,0.0981395,-0.85472,-0.239298
q1120,13642.4,1.11263,75.4702,70.6322,146.312,131.501,536.532,172.633,0.165289,0.00670259,0.727831,-1.60855
q1121,13218.6,1.05429,70.2091,68.022,137.821,130.725,468.046,95.3111,0.126446,-0.336665,1.15011,1.82212
q1122,11482.5,1.12454,68.9651,62.4284,131.863,117.259,411.925,137.119,-0.361313,-0.350815,0.0214716,-0.550767
q1123,15262.6,1.09626,70.85,79.9551,155.943,142.249,484.69,112.66,0.877674,-0.60836,0.106021,0.423158
q1124,14051.8,1.07314,77.1357,67.067,147.165,137.135,470.438,115.18,0.463643,-0.598371,0.605526,-0.312466
q1125,7313.04,1.03083,65.9907,66.6923,121.663,118.025,505.622,122.943,-1.78333,1.23733,1.98446,-2.17197
q1126,9303.64,1.15623,55.0014,58.556,121.951,105.474,395.13,163.769,-1.12221,0.115377,-0.0536607,-0.783507
q1127,14530,1.11414,72.0827,73.395,147.289,132.2,464.224,112.148,0.62718,-0.783269,-0.285553,0.57809
q1128,17246.9,1.15587,69.9018,84.0906,165.815,143.455,500.222,94.1267,1.47954,-0.367649,0.316146,0.943583
q1129,11462.6,1.19782,64.2363,71.1249,140.099,116.962,444.616,122.934,-0.304935,0.360948,-0.512876,-0.913338
q113,11099.2,1.12196,67.6402,56.6498,131.753,117.43,416.743,141.6,-0.483249,-0.274612,0.46646,0.588778
q1130,12785.8,1.07224,68.6775,68.4042,136.116,126.945,442.587,119.841,0.0306132,-0.430652,0.984,-0.698011
q1131,13038.5,1.05767,68.2034,67.6406,139.114,131.528,461.41,124.504,0.113048,-0.802339,0.25109,-0.500531
q1132,11666,1.20909,58.5766,76.7754,142.656,117.987,424.925,127.685,-0.227314,-0.0909504,-0.303851,0.192706
q1133,14280.4,1.12261,68.2653,77.4904,148.181,131.997,468.51,105.384,0.51652,-0.911262,-0.0110578,-0.146057
q1134,15453,1.3762,64.8352,87.1052,171.692,124.757,496.92,100.897,1.09203,0.846059,-1.37088,-0.457591
q1135,11569.7,1.08096,63.8073,64.1128,126.88,117.377,406.083,105.563,-0.37258,-0.853804,-0.0913891,0.02539
q1136,12557.1,1.13265,69.3534,71.6377,139.626,123.273,436.798,131.845,-0.00408322,-0.528124,0.150313,1.12738
q1137,11654.9,1.17577,75.8357,56.3223,148.574,126.363,433.771,88.9483,-0.176627,0.373078,-0.237088,1.70002
q1138,10727.4,1.11145,62.8974,57.3422,124.483,112,386.196,89.6276,-0.654922,-0.660169,-0.164594,0.17932
q1139,12186.8,1.30168,79.5713,55.828,152.996,117.537,454.573,114.204,0.00762069,0.620455,-0.772477,-0.765796
q114,13010.7,1.29454,66.7281,72.842,150.928,116.589,442.165,109.71,0.272003,0.321656,-0.799026,0.66256
q1140,20200.6,1.18316,93.9969,80.1081,178.451,150.825,525.658,74.5687,2.28829,-0.510483,-0.0913401,0.0827608
q1141,6922.35,1.07943,52.2733,45.2847,101.08,93.642,327.5,97.0005,-2.14452,-0.135533,-0.110001,0.914542
q1142,9532.38,1.48409,58.0327,62.913,139.092,93.7224,395.42,140.619,-0.891987,1.02929,-1.39203,0.016881
q1143,14919,1.09818,78.1384,75.3978,156.246,142.277,474.855,79.243,0.781838,-0.523179,0.408941,1.34907
q1144,11446.4,1.08181,67.9529,62.4005,126.974,117.372,406.978,124.203,-0.399146,-0.725602,0.097995,0.0421244
q1145,11845.2,0.99802,64.0108,61.219,126.159,126.41,410.047,97.2396,-0.302478,-1.0841,0.376011,0.212124
q1146,11505.9,1.25884,57.4138,70.0732,146.111,116.067,442.593,121.28,-0.245319,0.676064,0.107804,0.00937169
q1147,9690.88,1.05681,61.6813,69.7049,133.736,126.547,438.486,112.269,-0.981033,0.436268,1.30828,0.148719
q1148,11861.9,1.13109,66.6196,69.1307,143.209,126.612,480.504,106.34,-0.398436,0.423818,2.1699,-0.696453
q1149,12007.5,1.14545,74.088,71.6152,145.804,127.29,456.332,135.993,-0.174163,-0.0889932,0.695735,0.856629
q115,10708.3,1.25695,68.2298,60.9198,139.102,110.666,425.397,105.734,-0.504395,0.939872,0.218347,0.417432
q1150,12152.4,1.02734,65.3637,65.9227,129.672,126.221,417.761,109.367,-0.184231,-0.974964,0.223098,0.241886
q1151,8735.67,1.37102,63.2496,48.9284,127.319,92.865,367.154,127.078,-1.27706,0.639433,-1.09037,-0.0410234
q1152,9784.2,1.21453,59.9798,55.8335,125.298,103.167,390.834,144.855,-0.913556,0.239793,-0.350179,0.113179
q1153,11605.4,1.1117,65.4337,61.1293,145.349,130.744,520.437,132.875,-0.275785,0.404919,1.65296,1.92749
q1154,11054.6,1.18878,68.127,61.8541,131.318,110.465,405.354,76.7656,-0.477325,-0.0999425,-0.375607,0.106237
q1155,13768.8,1.12338,72.459,65.0499,143.526,127.763,440.675,119.054,0.368183,-0.862298,-0.26143,-0.116236
q1156,11230,1.20876,55.439,71.6835,136.37,112.818,419.099,139.712,-0.384285,0.254603,-0.0399108,0.564982
q1157,11620.8,1.24119,71.5766,57.288,144.322,116.277,423.329,129.754,-0.219034,0.447796,-0.0619637,-0.173739
q1158,7141.03,1.05055,50.4232,46.7573,101.755,96.8594,327.853,130.77,-2.07078,-0.370789,0.307319,0.669561
q1159,10836.6,1.05505,66.2677,60.9756,121.517,115.176,401.822,131.271,-0.620621,-0.773617,0.0148888,-0.116191
q116,11141,0.997712,64.675,63.0124,126.763,127.054,427.857,119.376,-0.47387,-0.543759,0.832637,0.604092
q1160,15130.7,1.33377,82.665,63.0212,165.532,124.108,472.332,81.2598,0.931825,0.752695,-0.310674,-0.556839
q1161,13947.6,1.46063,83.8277,57.6765,166.474,113.974,446.579,81.6957,0.638591,0.647734,-1.9393,0.0246525
q1162,18084.5,1.20848,78.0365,110.85,204.127,168.912,744.278,147.471,2.03706,1.23948,-0.114063,-2.5188
q1163,8566.07,1.58765,54.353,66.8719,137.628,86.6864,394.395,127.693,-1.28255,1.35671,-1.64639,-1.16531
q1164,10455,1.18998,60.9349,57.3769,128.357,107.864,404.946,122.024,-0.705034,-0.263881,-0.158569,1.70659
q1165,10946.1,1.1217,61.4014,61.1017,128.977,114.983,408.976,121.348,-0.542329,-0.161084,-0.0241549,-0.186528
q1166,10926.6,1.18873,51.027,69.5388,140.675,118.341,440.161,106.48,-0.532603,0.640109,0.376426,2.42549
q1167,10316.5,1.106,57.2122,57.1674,122.886,111.108,379.956,111.661,-0.817647,-0.766258,-0.113448,-0.143927
q1168,10576.8,1.08455,68.0744,57.1313,126.459,116.601,406.766,130.015,-0.69609,-0.363447,-0.0503443,0.427128
q1169,13178.2,1.11725,65.7167,72.9083,142.234,127.307,448.483,107.467,0.178125,-0.664489,0.202317,0.577755
q117,16835,1.14051,84.2027,78.6236,167.832,147.155,560.229,81.0783,0.940264,1.28297,3.92564,-2.87032
q1170,16326.2,1.78056,84.576,72.8653,197.053,110.669,522.56,96.0867,1.51866,2.0992,-2.43954,-0.814919
q1171,15797.2,1.06525,74.3831,76.5102,149.089,139.956,476.512,102.501,0.983584,-1.06777,0.249395,-0.0213865
q1172,11271.1,1.08186,59.3735,62.3515,125.001,115.543,399.004,110.337,-0.456639,-0.600568,-0.0881226,0.241219
q1173,7088.11,1.08523,51.4543,50.0959,101.666,93.6821,330.205,151.364,-2.10496,-0.34199,0.0298532,-0.617578
q1174,10377.8,1.13702,61.3661,57.1347,124.08,109.127,395.739,140.85,-0.733128,-0.187484,-0.0641421,0.551259
q1175,17640.2,1.26081,94.6992,87.3892,180.338,143.034,582.54,111.049,1.56278,1.69164,1.94571,-1.16559
q1176,11748.3,1.16302,69.5494,67.271,136.409,117.289,431.289,112.393,-0.276401,-0.435245,-0.196536,-0.436655
q1177,15287.1,1.07462,70.7114,72.6895,155.82,145,473.414,79.6721,0.843571,-0.769843,1.18121,-0.041732
q1178,11947.5,1.11444,62.6,69.1337,135.861,121.909,435.617,113.525,-0.265377,-0.338331,0.704176,-0.697768
q1179,17669.3,1.02424,78.5303,84.2253,156.124,152.43,493.749,77.9456,1.51609,-1.20154,0.966541,0.361991
q118,13546.2,1.36795,68.7672,66.3729,157.287,114.98,450.695,105.408,0.470406,0.801553,-0.653582,-0.49556
q1180,9038.6,1.16495,53.6262,57.6352,116.129,99.6853,368.574,99.5768,-1.25963,-0.215243,-0.379219,-0.146905
q1181,14493,1.18067,82.5021,70.7738,157.163,133.114,482.41,103.369,0.778229,0.750236,0.713455,-0.306866
q1182,11074.9,1.10692,56.7916,62.658,133.078,120.224,420.49,123.674,-0.486827,0.0676314,0.688505,0.822084
q1183,17737.8,1.08907,77.0429,68.1581,164.192,150.764,505.235,91.0881,1.58814,-0.627381,0.609949,0.557903
q1184,17950.9,1.16172,80.9253,81.0419,167.662,144.322,499.442,64.4641,1.67996,-0.186301,0.0659286,-0.688825
q1185,14918.4,1.0297,73.5385,72.5072,145.069,140.885,463.868,107.079,0.700063,-1.09943,0.515189,0.348199
q1186,13944.1,1.55224,89.4316,83.6208,181.627,117.01,546.912,113.101,0.912785,2.38209,-2.03966,0.419899
q1187,9261.31,1.09373,63.7177,59.2528,115.946,106.009,382.997,121.796,-1.16266,-0.186074,0.330628,-0.240605
q1188,12904.8,1.12451,71.8406,66.1827,138.791,123.424,439.946,105.692,0.0906124,-0.470918,0.347223,-0.163366
q1189,10423.8,0.881926,56.3931,61.8554,116.944,132.601,488.519,91.837,-1.40104,1.635,5.64364,-1.44344
q119,7507.74,1.15562,49.583,60.088,112.586,97.4248,343.905,100.689,-1.84411,0.190712,0.268698,1.02739
q1190,16177.7,1.27298,74.1671,88.8498,173.655,136.417,494.873,98.9226,1.34089,0.753571,-0.809168,1.14202
q1191,11106.2,1.13437,74.8963,72.765,140.791,124.114,460.793,110.535,-0.422324,0.787686,1.14406,-2.55596
q1192,12529.8,1.35581,79.0658,58.3902,155.98,115.046,435.634,107.683,0.128578,0.436231,-1.13375,0.241766
q1193,12669.6,1.14285,65.5373,68.8111,136.164,119.145,435.512,97.3184,0.0120186,-0.573762,0.312969,0.449515
q1194,8162.65,1.14062,60.5005,49.674,114.088,100.023,347.916,157.35,-1.59812,-0.201393,-0.321876,0.313031
q1195,10215.2,1.14378,60.994,56.8589,127.1,111.123,387.691,132.224,-0.812898,-0.399481,-0.417071,-0.282494
q1196,12918.8,1.19294,79.7397,87.9361,174.125,145.963,606.896,156.711,0.232015,1.99228,1.13465,6.94907
